year,count_date,fish_count,Species,Species_ID,count_location,count_location_ID
2022,7/25/2022,1,Chinook,410,Bear River,33
2022,7/26/2022,0,Chinook,410,Bear River,33
2022,7/27/2022,0,Chinook,410,Bear River,33
2022,7/28/2022,0,Chinook,410,Bear River,33
2022,7/29/2022,1,Chinook,410,Bear River,33
2022,7/30/2022,0,Chinook,410,Bear River,33
2022,7/31/2022,0,Chinook,410,Bear River,33
2022,8/1/2022,2,Chinook,410,Bear River,33
2022,8/2/2022,0,Chinook,410,Bear River,33
2022,8/3/2022,1,Chinook,410,Bear River,33
2022,8/4/2022,0,Chinook,410,Bear River,33
2022,8/5/2022,1,Chinook,410,Bear River,33
2022,8/6/2022,0,Chinook,410,Bear River,33
2022,8/7/2022,0,Chinook,410,Bear River,33
2022,8/8/2022,0,Chinook,410,Bear River,33
2022,8/9/2022,1,Chinook,410,Bear River,33
2022,8/10/2022,1,Chinook,410,Bear River,33
2022,8/11/2022,1,Chinook,410,Bear River,33
2022,8/12/2022,0,Chinook,410,Bear River,33
2022,8/13/2022,0,Chinook,410,Bear River,33
2022,8/14/2022,0,Chinook,410,Bear River,33
2022,8/15/2022,0,Chinook,410,Bear River,33
2022,8/16/2022,1,Chinook,410,Bear River,33
2022,8/17/2022,1,Chinook,410,Bear River,33
2022,8/18/2022,0,Chinook,410,Bear River,33
2022,8/19/2022,0,Chinook,410,Bear River,33
2022,8/20/2022,5,Chinook,410,Bear River,33
2022,8/21/2022,0,Chinook,410,Bear River,33
2022,8/22/2022,0,Chinook,410,Bear River,33
2022,8/23/2022,1,Chinook,410,Bear River,33
2022,8/24/2022,0,Chinook,410,Bear River,33
2022,8/25/2022,0,Chinook,410,Bear River,33
2022,8/26/2022,0,Chinook,410,Bear River,33
2022,8/27/2022,0,Chinook,410,Bear River,33
2022,5/29/2022,1,Sockeye,420,Bear River,33
2022,5/30/2022,0,Sockeye,420,Bear River,33
2022,5/31/2022,5,Sockeye,420,Bear River,33
2022,6/1/2022,1,Sockeye,420,Bear River,33
2022,6/2/2022,5,Sockeye,420,Bear River,33
2022,6/3/2022,3,Sockeye,420,Bear River,33
2022,6/4/2022,16,Sockeye,420,Bear River,33
2022,6/5/2022,47,Sockeye,420,Bear River,33
2022,6/6/2022,19,Sockeye,420,Bear River,33
2022,6/7/2022,25,Sockeye,420,Bear River,33
2022,6/8/2022,97,Sockeye,420,Bear River,33
2022,6/9/2022,93,Sockeye,420,Bear River,33
2022,6/10/2022,209,Sockeye,420,Bear River,33
2022,6/11/2022,421,Sockeye,420,Bear River,33
2022,6/12/2022,583,Sockeye,420,Bear River,33
2022,6/13/2022,698,Sockeye,420,Bear River,33
2022,6/14/2022,1060,Sockeye,420,Bear River,33
2022,6/15/2022,1131,Sockeye,420,Bear River,33
2022,6/16/2022,673,Sockeye,420,Bear River,33
2022,6/17/2022,2228,Sockeye,420,Bear River,33
2022,6/18/2022,653,Sockeye,420,Bear River,33
2022,6/19/2022,1015,Sockeye,420,Bear River,33
2022,6/20/2022,6229,Sockeye,420,Bear River,33
2022,6/21/2022,6062,Sockeye,420,Bear River,33
2022,6/22/2022,7676,Sockeye,420,Bear River,33
2022,6/23/2022,5107,Sockeye,420,Bear River,33
2022,6/24/2022,8211,Sockeye,420,Bear River,33
2022,6/25/2022,8604,Sockeye,420,Bear River,33
2022,6/26/2022,2799,Sockeye,420,Bear River,33
2022,6/27/2022,298,Sockeye,420,Bear River,33
2022,6/28/2022,1778,Sockeye,420,Bear River,33
2022,6/29/2022,6305,Sockeye,420,Bear River,33
2022,6/30/2022,5170,Sockeye,420,Bear River,33
2022,7/1/2022,671,Sockeye,420,Bear River,33
2022,7/2/2022,2122,Sockeye,420,Bear River,33
2022,7/3/2022,17560,Sockeye,420,Bear River,33
2022,7/4/2022,18386,Sockeye,420,Bear River,33
2022,7/5/2022,15895,Sockeye,420,Bear River,33
2022,7/6/2022,18145,Sockeye,420,Bear River,33
2022,7/7/2022,15231,Sockeye,420,Bear River,33
2022,7/8/2022,10647,Sockeye,420,Bear River,33
2022,7/9/2022,20407,Sockeye,420,Bear River,33
2022,7/10/2022,12202,Sockeye,420,Bear River,33
2022,7/11/2022,15727,Sockeye,420,Bear River,33
2022,7/12/2022,14249,Sockeye,420,Bear River,33
2022,7/13/2022,18767,Sockeye,420,Bear River,33
2022,7/14/2022,7595,Sockeye,420,Bear River,33
2022,7/15/2022,11364,Sockeye,420,Bear River,33
2022,7/16/2022,8384,Sockeye,420,Bear River,33
2022,7/17/2022,3779,Sockeye,420,Bear River,33
2022,7/18/2022,4839,Sockeye,420,Bear River,33
2022,7/19/2022,18586,Sockeye,420,Bear River,33
2022,7/20/2022,9077,Sockeye,420,Bear River,33
2022,7/21/2022,8830,Sockeye,420,Bear River,33
2022,7/22/2022,9104,Sockeye,420,Bear River,33
2022,7/23/2022,5767,Sockeye,420,Bear River,33
2022,7/24/2022,4796,Sockeye,420,Bear River,33
2022,7/25/2022,3347,Sockeye,420,Bear River,33
2022,7/26/2022,538,Sockeye,420,Bear River,33
2022,7/27/2022,2136,Sockeye,420,Bear River,33
2022,7/28/2022,7895,Sockeye,420,Bear River,33
2022,7/29/2022,9824,Sockeye,420,Bear River,33
2022,7/30/2022,3807,Sockeye,420,Bear River,33
2022,7/31/2022,1173,Sockeye,420,Bear River,33
2022,8/1/2022,4729,Sockeye,420,Bear River,33
2022,8/2/2022,2554,Sockeye,420,Bear River,33
2022,8/3/2022,5117,Sockeye,420,Bear River,33
2022,8/4/2022,7440,Sockeye,420,Bear River,33
2022,8/5/2022,13018,Sockeye,420,Bear River,33
2022,8/6/2022,8239,Sockeye,420,Bear River,33
2022,8/7/2022,6865,Sockeye,420,Bear River,33
2022,8/8/2022,5126,Sockeye,420,Bear River,33
2022,8/9/2022,5310,Sockeye,420,Bear River,33
2022,8/10/2022,4005,Sockeye,420,Bear River,33
2022,8/11/2022,12292,Sockeye,420,Bear River,33
2022,8/12/2022,2785,Sockeye,420,Bear River,33
2022,8/13/2022,316,Sockeye,420,Bear River,33
2022,8/14/2022,759,Sockeye,420,Bear River,33
2022,8/15/2022,445,Sockeye,420,Bear River,33
2022,8/16/2022,965,Sockeye,420,Bear River,33
2022,8/17/2022,2653,Sockeye,420,Bear River,33
2022,8/18/2022,3207,Sockeye,420,Bear River,33
2022,8/19/2022,1687,Sockeye,420,Bear River,33
2022,8/20/2022,8074,Sockeye,420,Bear River,33
2022,8/21/2022,3067,Sockeye,420,Bear River,33
2022,8/22/2022,2674,Sockeye,420,Bear River,33
2022,8/23/2022,4489,Sockeye,420,Bear River,33
2022,8/24/2022,2857,Sockeye,420,Bear River,33
2022,8/25/2022,5248,Sockeye,420,Bear River,33
2022,8/26/2022,4983,Sockeye,420,Bear River,33
2022,8/27/2022,0,Sockeye,420,Bear River,33
2022,8/28/2022,4000,Sockeye,420,Bear River,33
2022,8/29/2022,2000,Sockeye,420,Bear River,33
2022,8/30/2022,2000,Sockeye,420,Bear River,33
2022,8/31/2022,2000,Sockeye,420,Bear River,33
2022,9/1/2022,2000,Sockeye,420,Bear River,33
2022,9/2/2022,2000,Sockeye,420,Bear River,33
