year,count_date,fish_count,Species,Species_ID,count_location,count_location_ID
2022,6/22/2022,1,Chinook,410,Sandy River,34
2022,6/23/2022,0,Chinook,410,Sandy River,34
2022,6/24/2022,3,Chinook,410,Sandy River,34
2022,6/25/2022,1,Chinook,410,Sandy River,34
2022,6/26/2022,0,Chinook,410,Sandy River,34
2022,6/27/2022,1,Chinook,410,Sandy River,34
2022,6/29/2022,4,Chinook,410,Sandy River,34
2022,6/30/2022,0,Chinook,410,Sandy River,34
2022,7/1/2022,0,Chinook,410,Sandy River,34
2022,7/2/2022,1,Chinook,410,Sandy River,34
2022,7/3/2022,1,Chinook,410,Sandy River,34
2022,7/4/2022,0,Chinook,410,Sandy River,34
2022,7/5/2022,2,Chinook,410,Sandy River,34
2022,7/6/2022,5,Chinook,410,Sandy River,34
2022,7/7/2022,1,Chinook,410,Sandy River,34
2022,7/8/2022,0,Chinook,410,Sandy River,34
2022,7/9/2022,3,Chinook,410,Sandy River,34
2022,7/10/2022,0,Chinook,410,Sandy River,34
2022,7/11/2022,1,Chinook,410,Sandy River,34
2022,7/12/2022,2,Chinook,410,Sandy River,34
2022,7/13/2022,2,Chinook,410,Sandy River,34
2022,7/14/2022,5,Chinook,410,Sandy River,34
2022,7/15/2022,1,Chinook,410,Sandy River,34
2022,7/16/2022,22,Chinook,410,Sandy River,34
2022,7/17/2022,1,Chinook,410,Sandy River,34
2022,7/18/2022,1,Chinook,410,Sandy River,34
2022,7/19/2022,2,Chinook,410,Sandy River,34
2022,7/20/2022,1,Chinook,410,Sandy River,34
2022,7/21/2022,0,Chinook,410,Sandy River,34
2022,7/22/2022,1,Chinook,410,Sandy River,34
2022,6/9/2022,4,Sockeye,420,Sandy River,34
2022,6/10/2022,5,Sockeye,420,Sandy River,34
2022,6/11/2022,33,Sockeye,420,Sandy River,34
2022,6/12/2022,35,Sockeye,420,Sandy River,34
2022,6/13/2022,26,Sockeye,420,Sandy River,34
2022,6/14/2022,80,Sockeye,420,Sandy River,34
2022,6/15/2022,76,Sockeye,420,Sandy River,34
2022,6/16/2022,3,Sockeye,420,Sandy River,34
2022,6/17/2022,109,Sockeye,420,Sandy River,34
2022,6/18/2022,42,Sockeye,420,Sandy River,34
2022,6/19/2022,109,Sockeye,420,Sandy River,34
2022,6/20/2022,314,Sockeye,420,Sandy River,34
2022,6/21/2022,81,Sockeye,420,Sandy River,34
2022,6/22/2022,551,Sockeye,420,Sandy River,34
2022,6/23/2022,180,Sockeye,420,Sandy River,34
2022,6/24/2022,2240,Sockeye,420,Sandy River,34
2022,6/25/2022,1579,Sockeye,420,Sandy River,34
2022,6/26/2022,0,Sockeye,420,Sandy River,34
2022,6/27/2022,371,Sockeye,420,Sandy River,34
2022,6/28/2022,2996,Sockeye,420,Sandy River,34
2022,6/29/2022,1096,Sockeye,420,Sandy River,34
2022,6/30/2022,0,Sockeye,420,Sandy River,34
2022,7/1/2022,1255,Sockeye,420,Sandy River,34
2022,7/2/2022,1628,Sockeye,420,Sandy River,34
2022,7/3/2022,1594,Sockeye,420,Sandy River,34
2022,7/4/2022,1871,Sockeye,420,Sandy River,34
2022,7/5/2022,1353,Sockeye,420,Sandy River,34
2022,7/6/2022,1674,Sockeye,420,Sandy River,34
2022,7/7/2022,1185,Sockeye,420,Sandy River,34
2022,7/8/2022,630,Sockeye,420,Sandy River,34
2022,7/9/2022,2360,Sockeye,420,Sandy River,34
2022,7/10/2022,2631,Sockeye,420,Sandy River,34
2022,7/11/2022,1657,Sockeye,420,Sandy River,34
2022,7/12/2022,1446,Sockeye,420,Sandy River,34
2022,7/13/2022,1133,Sockeye,420,Sandy River,34
2022,7/14/2022,2189,Sockeye,420,Sandy River,34
2022,7/15/2022,1535,Sockeye,420,Sandy River,34
2022,7/16/2022,3343,Sockeye,420,Sandy River,34
2022,7/17/2022,819,Sockeye,420,Sandy River,34
2022,7/18/2022,1334,Sockeye,420,Sandy River,34
2022,7/19/2022,916,Sockeye,420,Sandy River,34
2022,7/20/2022,414,Sockeye,420,Sandy River,34
2022,7/21/2022,57,Sockeye,420,Sandy River,34
2022,7/22/2022,1082,Sockeye,420,Sandy River,34
2022,6/29/2022,2,Pink,440,Sandy River,34
2022,6/30/2022,0,Pink,440,Sandy River,34
2022,7/1/2022,1,Pink,440,Sandy River,34
2022,7/2/2022,8,Pink,440,Sandy River,34
2022,7/3/2022,5,Pink,440,Sandy River,34
2022,7/4/2022,3,Pink,440,Sandy River,34
2022,7/5/2022,0,Pink,440,Sandy River,34
2022,7/6/2022,2,Pink,440,Sandy River,34
2022,7/7/2022,4,Pink,440,Sandy River,34
2022,7/8/2022,3,Pink,440,Sandy River,34
2022,7/9/2022,7,Pink,440,Sandy River,34
2022,7/10/2022,2,Pink,440,Sandy River,34
2022,7/11/2022,5,Pink,440,Sandy River,34
2022,7/12/2022,3,Pink,440,Sandy River,34
2022,7/13/2022,1,Pink,440,Sandy River,34
2022,7/14/2022,33,Pink,440,Sandy River,34
2022,7/15/2022,8,Pink,440,Sandy River,34
2022,7/16/2022,41,Pink,440,Sandy River,34
2022,7/17/2022,15,Pink,440,Sandy River,34
2022,7/18/2022,30,Pink,440,Sandy River,34
2022,7/19/2022,15,Pink,440,Sandy River,34
2022,7/20/2022,3,Pink,440,Sandy River,34
2022,7/21/2022,0,Pink,440,Sandy River,34
2022,7/22/2022,12,Pink,440,Sandy River,34
2022,7/9/2022,2,Chum,450,Sandy River,34
2022,7/10/2022,0,Chum,450,Sandy River,34
2022,7/11/2022,0,Chum,450,Sandy River,34
2022,7/12/2022,1,Chum,450,Sandy River,34
2022,7/13/2022,1,Chum,450,Sandy River,34
2022,7/14/2022,1,Chum,450,Sandy River,34
2022,7/15/2022,0,Chum,450,Sandy River,34
2022,7/16/2022,1,Chum,450,Sandy River,34
2022,7/17/2022,1,Chum,450,Sandy River,34
2022,7/18/2022,1,Chum,450,Sandy River,34
2022,7/19/2022,0,Chum,450,Sandy River,34
2022,7/20/2022,0,Chum,450,Sandy River,34
2022,7/21/2022,0,Chum,450,Sandy River,34
2022,7/22/2022,0,Chum,450,Sandy River,34
